Episode no = 100; won: False; iter_time_steps = 29; Q(s,a) = -0.7007738802673569; score = -508.0; mean_score/100_episodes = -461.72; reward = -506.0; mean_reward/100_episodes = -452.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-20 14:29:25
Episode no = 8100; won: False; iter_time_steps = 36; Q(s,a) = 192.25908655426304; score = -195.0; mean_score/100_episodes = -25.26; reward = -161.0; mean_reward/100_episodes = -44.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 15:46:15
Episode no = 8200; won: False; iter_time_steps = 202; Q(s,a) = 191.97398600246567; score = 379.0; mean_score/100_episodes = 64.46; reward = 307.0; mean_reward/100_episodes = 19.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 15:47:41
Episode no = 8300; won: False; iter_time_steps = 60; Q(s,a) = 192.29883308134043; score = -159.0; mean_score/100_episodes = 18.38; reward = -119.0; mean_reward/100_episodes = -26.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 15:49:08
Episode no = 8400; won: False; iter_time_steps = 93; Q(s,a) = 193.08315806160942; score = -222.0; mean_score/100_episodes = -106.21; reward = -185.0; mean_reward/100_episodes = -116.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 15:50:19
Episode no = 8500; won: False; iter_time_steps = 131; Q(s,a) = 193.8717325291175; score = 340.0; mean_score/100_episodes = -59.72; reward = 268.0; mean_reward/100_episodes = -80.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 15:51:35
Episode no = 8600; won: False; iter_time_steps = 120; Q(s,a) = 193.5016235511922; score = 51.0; mean_score/100_episodes = 4.63; reward = 118.0; mean_reward/100_episodes = -32.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 15:52:58
Episode no = 8700; won: False; iter_time_steps = 9; Q(s,a) = 191.39698945847053; score = -428.0; mean_score/100_episodes = -22.19; reward = -420.0; mean_reward/100_episodes = -57.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 15:54:21
Episode no = 8800; won: False; iter_time_steps = 53; Q(s,a) = 194.73701152220985; score = -82.0; mean_score/100_episodes = 18.59; reward = -24.0; mean_reward/100_episodes = -6.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 15:55:41
Episode no = 8900; won: False; iter_time_steps = 163; Q(s,a) = 194.88437375570612; score = 18.0; mean_score/100_episodes = -12.69; reward = 86.0; mean_reward/100_episodes = -30.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 15:57:12
Episode no = 9000; won: False; iter_time_steps = 169; Q(s,a) = 193.46484267087158; score = 152.0; mean_score/100_episodes = -39.91; reward = 54.0; mean_reward/100_episodes = -59.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 15:58:31
Episode no = 9100; won: False; iter_time_steps = 122; Q(s,a) = 193.62521929743977; score = 599.0; mean_score/100_episodes = -56.21; reward = 361.0; mean_reward/100_episodes = -74.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 15:59:45
Episode no = 9200; won: False; iter_time_steps = 15; Q(s,a) = 193.20279638020705; score = -384.0; mean_score/100_episodes = 2.9; reward = -371.0; mean_reward/100_episodes = -41.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 16:01:08
Episode no = 9300; won: False; iter_time_steps = 24; Q(s,a) = 191.9998092500559; score = -303.0; mean_score/100_episodes = -33.26; reward = -281.0; mean_reward/100_episodes = -52.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:02:37
Episode no = 9400; won: False; iter_time_steps = 47; Q(s,a) = 192.3774219049741; score = -116.0; mean_score/100_episodes = -52.56; reward = -84.0; mean_reward/100_episodes = -72.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:03:46
Episode no = 9500; won: False; iter_time_steps = 198; Q(s,a) = 193.47691306536564; score = 323.0; mean_score/100_episodes = -91.53; reward = 245.0; mean_reward/100_episodes = -85.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:05:05
Episode no = 9600; won: False; iter_time_steps = 45; Q(s,a) = 193.4167918791394; score = -204.0; mean_score/100_episodes = 28.98; reward = -159.0; mean_reward/100_episodes = -4.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 16:06:36
Episode no = 9700; won: False; iter_time_steps = 61; Q(s,a) = 193.4632069969129; score = -10.0; mean_score/100_episodes = 13.47; reward = 45.0; mean_reward/100_episodes = -30.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 16:07:58
Episode no = 9800; won: False; iter_time_steps = 61; Q(s,a) = 192.5157803296861; score = -70.0; mean_score/100_episodes = -8.2; reward = -21.0; mean_reward/100_episodes = -30.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:09:20
Episode no = 9900; won: False; iter_time_steps = 14; Q(s,a) = 192.85784202349137; score = -413.0; mean_score/100_episodes = -61.7; reward = -392.0; mean_reward/100_episodes = -75.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:10:33
Episode no = 10000; won: False; iter_time_steps = 191; Q(s,a) = 192.90055810537123; score = 300.0; mean_score/100_episodes = 19.44; reward = 230.0; mean_reward/100_episodes = -18.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:12:03
Episode no = 10100; won: False; iter_time_steps = 37; Q(s,a) = 193.60851035752938; score = -266.0; mean_score/100_episodes = 8.8; reward = -239.0; mean_reward/100_episodes = -15.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:13:42
Episode no = 10200; won: False; iter_time_steps = 100; Q(s,a) = 193.2103876924795; score = 761.0; mean_score/100_episodes = -60.35; reward = 390.0; mean_reward/100_episodes = -85.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:14:56
Episode no = 10300; won: False; iter_time_steps = 272; Q(s,a) = 193.32071983012543; score = 269.0; mean_score/100_episodes = -93.39; reward = 193.0; mean_reward/100_episodes = -96.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:16:12
Episode no = 10400; won: False; iter_time_steps = 112; Q(s,a) = 193.44185353547024; score = 419.0; mean_score/100_episodes = -40.59; reward = 173.0; mean_reward/100_episodes = -51.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:17:50
Episode no = 10500; won: False; iter_time_steps = 171; Q(s,a) = 193.25375853989877; score = 560.0; mean_score/100_episodes = -34.28; reward = 334.0; mean_reward/100_episodes = -61.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:19:11
Episode no = 10600; won: False; iter_time_steps = 20; Q(s,a) = 194.00109464164663; score = -349.0; mean_score/100_episodes = -55.85; reward = -332.0; mean_reward/100_episodes = -77.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:20:30
Episode no = 10700; won: False; iter_time_steps = 143; Q(s,a) = 193.738658308748; score = 358.0; mean_score/100_episodes = -8.32; reward = 278.0; mean_reward/100_episodes = -34.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 16:22:00
Episode no = 10800; won: False; iter_time_steps = 57; Q(s,a) = 194.125589255561; score = 84.0; mean_score/100_episodes = -59.79; reward = -32.0; mean_reward/100_episodes = -98.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:23:18
Episode no = 10900; won: False; iter_time_steps = 48; Q(s,a) = 194.33636572411774; score = -177.0; mean_score/100_episodes = -32.59; reward = -140.0; mean_reward/100_episodes = -59.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:24:42
Episode no = 11000; won: False; iter_time_steps = 128; Q(s,a) = 194.48852459674515; score = 263.0; mean_score/100_episodes = -109.27; reward = 172.0; mean_reward/100_episodes = -122.85; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:26:04
Episode no = 11100; won: False; iter_time_steps = 10; Q(s,a) = 193.23050852379168; score = -429.0; mean_score/100_episodes = -84.39; reward = -421.0; mean_reward/100_episodes = -85.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:27:23
Episode no = 11200; won: False; iter_time_steps = 15; Q(s,a) = 193.01267472196724; score = -384.0; mean_score/100_episodes = 41.86; reward = -371.0; mean_reward/100_episodes = -3.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:29:09
Episode no = 11300; won: False; iter_time_steps = 246; Q(s,a) = 193.606203571391; score = -75.0; mean_score/100_episodes = 10.5; reward = 3.0; mean_reward/100_episodes = -33.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:30:53
Episode no = 11400; won: False; iter_time_steps = 105; Q(s,a) = 193.19926361634907; score = -154.0; mean_score/100_episodes = -94.56; reward = -109.0; mean_reward/100_episodes = -119.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:32:13
Episode no = 11500; won: False; iter_time_steps = 13; Q(s,a) = 193.87024278378928; score = -402.0; mean_score/100_episodes = -124.28; reward = -380.0; mean_reward/100_episodes = -146.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:33:28
Episode no = 11600; won: False; iter_time_steps = 101; Q(s,a) = 193.75553151620943; score = -310.0; mean_score/100_episodes = 19.07; reward = -281.0; mean_reward/100_episodes = -41.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:35:09
Episode no = 11700; won: False; iter_time_steps = 115; Q(s,a) = 194.89900413158213; score = 156.0; mean_score/100_episodes = -46.73; reward = 53.0; mean_reward/100_episodes = -78.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:36:35
Episode no = 11800; won: False; iter_time_steps = 151; Q(s,a) = 194.13399355682859; score = 420.0; mean_score/100_episodes = -57.32; reward = 358.0; mean_reward/100_episodes = -94.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 16:38:03
Episode no = 11900; won: False; iter_time_steps = 124; Q(s,a) = 195.8556041137744; score = 587.0; mean_score/100_episodes = -54.99; reward = 359.0; mean_reward/100_episodes = -83.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:39:22
Episode no = 12000; won: False; iter_time_steps = 14; Q(s,a) = 193.42312085754506; score = -383.0; mean_score/100_episodes = 11.57; reward = -370.0; mean_reward/100_episodes = -28.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:41:14
Episode no = 12100; won: False; iter_time_steps = 12; Q(s,a) = 194.46897061926592; score = -421.0; mean_score/100_episodes = -44.59; reward = -401.0; mean_reward/100_episodes = -72.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:42:53
Episode no = 12200; won: False; iter_time_steps = 81; Q(s,a) = 194.09035258890984; score = -230.0; mean_score/100_episodes = -74.38; reward = -195.0; mean_reward/100_episodes = -85.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:44:10
Episode no = 12300; won: False; iter_time_steps = 17; Q(s,a) = 194.5484588215904; score = -376.0; mean_score/100_episodes = -57.42; reward = -362.0; mean_reward/100_episodes = -80.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:45:30
Episode no = 12400; won: False; iter_time_steps = 15; Q(s,a) = 193.85792168590027; score = -414.0; mean_score/100_episodes = -107.79; reward = -393.0; mean_reward/100_episodes = -120.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:46:41
Episode no = 12500; won: False; iter_time_steps = 31; Q(s,a) = 194.81938723736945; score = -270.0; mean_score/100_episodes = -61.9; reward = -244.0; mean_reward/100_episodes = -82.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:47:58
Episode no = 12600; won: False; iter_time_steps = 9; Q(s,a) = 194.89002851086985; score = -438.0; mean_score/100_episodes = -73.5; reward = -442.0; mean_reward/100_episodes = -73.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:49:09
Episode no = 12700; won: False; iter_time_steps = 299; Q(s,a) = 195.20611430731807; score = -168.0; mean_score/100_episodes = -60.14; reward = -105.0; mean_reward/100_episodes = -65.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 16:50:23
Episode no = 12800; won: False; iter_time_steps = 36; Q(s,a) = 194.19966663553967; score = -215.0; mean_score/100_episodes = 22.61; reward = -183.0; mean_reward/100_episodes = -22.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:51:55
Episode no = 12900; won: False; iter_time_steps = 18; Q(s,a) = 194.82209963689454; score = -347.0; mean_score/100_episodes = 2.84; reward = -330.0; mean_reward/100_episodes = -21.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 16:53:23
Episode no = 13000; won: False; iter_time_steps = 131; Q(s,a) = 194.94309150856105; score = 110.0; mean_score/100_episodes = 63.02; reward = 184.0; mean_reward/100_episodes = 9.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:54:59
Episode no = 13100; won: False; iter_time_steps = 40; Q(s,a) = 195.1587295168252; score = -229.0; mean_score/100_episodes = 49.98; reward = -198.0; mean_reward/100_episodes = -1.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 16:56:40
Episode no = 13200; won: False; iter_time_steps = 263; Q(s,a) = 194.96888382704884; score = 158.0; mean_score/100_episodes = 37.85; reward = 81.0; mean_reward/100_episodes = -16.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-20 16:58:11
